Id,Start,End,Implementor,Requestor,Department,IsApproved,RiskEval_RiskValue,RiskEval_Result,SubmittedOn,SubmittedBy,Category,TypeOfChange,WorkflowApprovedOn,WorkflowStep,DB_CreatedDate,DB_LastModifiedDate,Dump,Closed Status,Season,WorkflowStep,TotalTimeForChange,CLOSED COUNT
1248,1/13/2019 3:00,1/13/2019 8:00,degregio,degregio,GPS (Graduation Planning System),1,4,C4,42:13.0,tmohr2,IE - Server,Normal,00:00.0,Approver,05:15.4,20:18.2,5:02,TRUE,Spring,Approver,5,1
1246,1/21/2019 8:00,1/25/2019 16:30,mboehlke,mboehlke,Security Access Management,0,4,S4,58:27.0,cshaff14,Data Center,Standard,00:00.0,Implemented,05:15.3,20:18.0,8:24,TRUE,Spring,CAB2,104.5,1
1245,1/20/2019 5:00,1/20/2019 7:00,qdu,qdu,ITIE,1,4,C2,37:39.0,ssteph20,Banner,Normal,48:37.0,Completed,05:15.2,20:17.9,1:55,TRUE,Spring,Completed,2,1
1244,1/21/2019 8:00,1/25/2019 16:30,dmills1,dmills1,IE,1,4,S4,14:41.0,cshaff14,Data Center,Standard,00:00.0,Implemented,05:15.0,20:17.8,8:24,TRUE,Spring,CAB2,104.5,1
1243,1/24/2019 6:00,1/24/2019 6:30,mberry,degregio,Registrar's Office,0,4,C4,44:00.0,motgonyi,Outsystems,Normal,41:01.0,Completed,05:14.9,20:17.7,0:28,TRUE,Spring,Completed,0.5,1
1242,1/9/2019 10:00,1/9/2019 11:00,jfishe16,jfranci2,Data Center Operations,0,4,S4,00:29.0,alizak,Network - Design,Standard,00:00.0,Implemented,05:14.8,20:17.5,0:57,TRUE,Spring,CAB2,1,1
1241,1/10/2019 5:02,1/10/2019 7:04,alizak,dmills1,IE,1,4,C3,09:49.0,motgonyi,Outsystems,Urgent,10:34.0,Completed,05:14.7,20:17.4,1:55,TRUE,Spring,Completed,2.033333333,1
1240,1/13/2019 5:00,1/13/2019 7:00,khodar,khodar,IE,1,3,C2,11:44.0,mberry,Banner,Normal,22:41.0,Completed,05:14.6,20:17.3,1:55,TRUE,Spring,Completed,2,1
1239,1/22/2019 5:00,1/22/2019 7:00,achiccar,achiccar,NTS,1,4,C4,58:30.0,aesterl1,Outsystems,Normal,02:36.0,Completed,05:14.5,20:17.2,1:55,TRUE,Spring,Completed,2,1
1238,1/10/2019 5:00,1/10/2019 6:00,mberry,mridgill,Registrar,1,3,C2,18:17.0,akelley1,Banner,Urgent,20:53.0,Completed,05:14.4,20:17.1,0:57,TRUE,Spring,Completed,1,1
1237,1/8/2019 11:00,1/8/2019 12:56,mberry,codaniel,Bursar,0,4,IE,57:06.0,khodar,IE - Server,Informational,00:00.0,Implemented,05:14.3,20:17.0,1:55,TRUE,Spring,CAB2,1.933333333,1
1236,1/9/2019 7:00,1/9/2019 10:00,czehner1,jburton,Course Management,1,4,IE,02:59.0,jfishe16,Data Center,Informational,00:00.0,Implemented,05:14.2,20:16.9,3:07,TRUE,Spring,CAB2,3,1
1235,1/7/2019 10:53,1/7/2019 14:53,alizak,mgeist,NTS,1,4,IE,56:04.0,khodar,IE - Server,Informational,00:00.0,Implemented,05:14.1,20:16.8,4:04,TRUE,Spring,CAB2,4,1
1234,1/12/2019 1:00,1/12/2019 5:00,tmohr2,tmohr2,Infrastructure Operations,1,3,V3,09:54.0,adhuston,IE - CIG,Vendor,00:00.0,Implemented,05:14.0,20:16.7,4:04,TRUE,Spring,CAB2,4,1
1233,1/5/2019 5:00,1/5/2019 12:00,adhuston,adhuston,Infrastructure Engineering,1,4,IE,14:34.0,jfishe16,Banner,Informational,00:00.0,Implemented,05:13.9,20:16.6,6:57,TRUE,Spring,CAB2,7,1
1232,1/9/2019 5:00,1/9/2019 7:00,achiccar,lkearns,NTS,1,3,E3,23:38.0,sshaff17,Network - Design,Emergency,39:36.0,Completed,05:13.8,20:16.5,1:55,TRUE,Spring,Completed,2,1
1231,1/4/2019 17:00,1/4/2019 18:00,mberry,dabbott5,Security,1,4,V4,56:36.0,ebolling,IAM,Vendor,00:00.0,Implemented,05:13.7,20:16.4,0:57,TRUE,Spring,CAB2,1,1
1230,1/4/2019 17:00,1/4/2019 18:00,mladoia,sstillis,IS,1,4,V4,57:41.0,ebolling,IAM,Vendor,00:00.0,Implemented,05:13.6,20:16.3,0:57,TRUE,Spring,CAB2,1,1
1229,2/12/2019 7:00,2/12/2019 9:00,jlpiporo,mgeist,NTS,1,4,V4,44:49.0,ebolling,IAM,Vendor,00:00.0,Implemented,05:13.5,20:16.2,1:55,TRUE,Spring,CAB2,2,1
1228,1/3/2019 5:00,1/3/2019 7:00,mberry,treynold,AEDC,0,3,C2,49:51.0,akelley1,Banner,Normal,10:45.0,Completed,05:13.4,20:16.1,1:55,TRUE,Spring,Completed,2,1
1227,1/8/2019 5:00,1/8/2019 7:00,jschilen,lpark,Security,1,4,C4,40:41.0,aesterl1,Outsystems,Normal,22:32.0,Completed,05:13.3,20:16.0,1:55,TRUE,Spring,Completed,2,1
1226,1/8/2019 5:00,1/8/2019 7:00,wrobins,ckourckl,Systems Development,1,4,C4,37:04.0,aesterl1,Outsystems,Normal,22:55.0,Completed,05:13.2,20:15.9,1:55,TRUE,Spring,Completed,2,1
1225,1/3/2019 17:00,1/3/2019 18:00,tbordon1,tbordon1,NTS,0,4,E2,05:23.0,sstillis,FlashLine,Emergency,10:33.0,Completed,05:13.1,20:15.8,0:57,TRUE,Spring,Completed,1,1
1224,1/4/2019 14:00,1/4/2019 15:00,jschilen,tschind4,Security,0,3,C3,08:37.0,cirobert,Talend,Normal,38:15.0,Completed,05:13.0,20:15.7,0:57,TRUE,Spring,Completed,1,1
1223,1/3/2019 10:23,1/3/2019 14:24,degregio,degregio,GPS (Graduation Planning System),1,4,IE,24:20.0,khodar,IE - Server,Informational,00:00.0,Implemented,05:12.9,20:15.5,4:04,TRUE,Spring,CAB2,4.016666667,1
1222,1/7/2019 8:00,1/10/2019 16:30,mberry,ssteph20,Finance,0,4,S4,54:06.0,cshaff14,Data Center,Standard,00:00.0,Implemented,05:12.8,20:15.4,8:24,TRUE,Spring,CAB2,80.5,1
1221,1/22/2019 5:00,1/22/2019 7:00,cshaff14,zoshinsk,IT-SDI,1,3,C3,24:20.0,ebolling,IAM,Normal,27:28.0,Completed,05:12.7,20:15.3,1:55,TRUE,Spring,Completed,2,1
1220,1/3/2019 10:00,1/3/2019 17:00,alizak,mgeist,NTS,1,4,IE,30:22.0,mwill186,Telecom,Informational,00:00.0,Implemented,05:12.6,20:15.2,6:57,TRUE,Spring,CAB2,7,1
1219,1/2/2019 4:00,1/10/2019 17:00,wrobins,wrobins,Department of Public Safety,0,4,IE,07:16.0,jfishe16,Data Center,Informational,00:00.0,Implemented,05:12.5,20:15.1,12:57,TRUE,Spring,CAB2,205,1
1218,1/9/2019 6:00,1/9/2019 8:00,alizak,mgeist,NTS,1,3,C3,41:40.0,jfishe16,Data Center,Normal,00:00.0,Approver,05:12.4,20:15.0,1:55,TRUE,Spring,Approver,2,1
1217,1/2/2019 13:00,1/2/2019 13:15,sbarbour,sbarbour,Security & Access Management,0,4,C4,56:57.0,mbungar1,Outsystems,Urgent,12:26.0,Completed,05:12.3,20:14.9,0:14,TRUE,Spring,Completed,0.25,1
1216,1/22/2019 5:00,1/22/2019 7:00,creeder2,codaniel,Bursar,1,4,C4,26:11.0,nlupica1,Other,Normal,00:00.0,Implemented,05:12.2,20:14.8,1:55,TRUE,Spring,CAB2,2,1
1215,1/8/2019 5:00,1/8/2019 7:00,amoreira,dbenner1,Admissions,0,3,S2,21:26.0,mladoia,WWW,Standard,00:00.0,Implemented,05:12.1,20:14.7,1:55,TRUE,Spring,CAB2,2,1
1214,1/10/2019 5:00,1/10/2019 7:00,tschind4,tschind4,Security & Access management,1,4,C2,43:20.0,akelley1,WWW,Normal,18:10.0,Completed,05:12.0,20:14.6,1:55,TRUE,Spring,Completed,2,1
1213,12/21/2018 13:00,12/21/2018 13:30,wrobins,aesterl1,President's Office,0,3,E2,12:16.0,mridgill,Banner,Emergency,41:40.0,Completed,05:11.9,20:14.5,0:28,TRUE,Fall,Completed,0.5,1
1212,12/21/2018 6:30,12/21/2018 7:00,jschilen,wbainey,IE,1,4,C4,59:37.0,motgonyi,Outsystems,Normal,02:29.0,Completed,05:11.8,20:14.4,0:28,TRUE,Fall,Completed,0.5,1
1211,12/21/2018 5:00,12/21/2018 7:00,tmohr2,wbainey,Infrastructure Operations,1,4,C2,54:16.0,motgonyi,Outsystems,Normal,02:20.0,Completed,05:11.7,20:14.3,1:55,TRUE,Fall,Completed,2,1
1210,1/3/2019 5:00,1/3/2019 7:00,jtboehm,sstillis,sdi,1,3,S2,45:47.0,jtboehm,FlashLine,Standard,00:00.0,Implemented,05:11.6,20:14.2,1:55,TRUE,Spring,CAB2,2,1
1209,1/3/2019 5:00,1/3/2019 7:00,motgonyi,motgonyi,IT/SDI,0,4,C4,07:06.0,dulm1,WWW,Normal,35:43.0,Completed,05:11.5,20:14.1,1:55,TRUE,Spring,Completed,2,1
1208,12/23/2018 5:00,12/23/2018 7:00,tschind4,tschind4,SAM,1,4,C4,35:26.0,akelley1,Banner,Normal,40:09.0,Completed,05:11.3,20:14.0,1:55,TRUE,Fall,Completed,2,1
1207,1/6/2019 5:00,1/6/2019 7:00,alizak,mgeist,NTS,1,3,C2,39:41.0,motgonyi,Outsystems,Normal,12:34.0,Completed,05:11.2,20:13.9,1:55,TRUE,Spring,Completed,2,1
1206,2/10/2019 5:00,2/10/2019 7:00,dsamodel,dsamodel,DCO,0,3,C2,13:59.0,mberry,Banner,Normal,58:09.0,Completed,05:09.7,20:12.4,1:55,TRUE,Spring,Completed,2,1
1205,2/12/2019 6:00,2/12/2019 7:00,jschilen,wbainey,SSE,1,3,C2,42:12.0,tbordon1,Network - Design,Normal,46:57.0,Completed,05:09.2,20:11.9,0:57,TRUE,Spring,Completed,1,1
1204,2/12/2019 5:00,2/12/2019 5:30,wrobins,jdunfee,Human Resources,1,4,C3,12:20.0,dmills1,IE - CIG,Normal,23:14.0,Completed,05:07.2,20:09.8,0:28,TRUE,Spring,Completed,0.5,1
1203,2/3/2019 5:00,2/3/2019 7:00,jraftovi,anunley,Student Affairs,0,3,C3,44:12.0,rmmiles,Outsystems,Normal,27:55.0,Completed,05:06.2,20:08.9,1:55,TRUE,Spring,Completed,2,1
1202,2/3/2019 5:00,2/3/2019 7:00,tmohr2,lmillan1,University Registrars Office,1,3,C3,27:52.0,rmmiles,Outsystems,Normal,27:02.0,Completed,05:06.1,20:08.8,1:55,TRUE,Spring,Completed,2,1
1201,2/3/2019 5:00,2/3/2019 7:00,cshaff14,jfishe16,Data Center Operations,0,4,C2,03:28.0,rmmiles,IAM,Normal,55:35.0,Completed,05:06.0,20:08.7,1:55,TRUE,Spring,Completed,2,1
1200,2/5/2019 5:00,2/5/2019 7:00,sbarbour,sbarbour,Security,1,3,S2,34:04.0,mladoia,WWW,Standard,00:00.0,Implemented,05:05.9,20:08.6,1:55,TRUE,Spring,CAB2,2,1
1199,2/4/2019 8:00,2/15/2019 16:30,mberry,mridgill,bursar,1,3,C3,38:58.0,cshaff14,Data Center,Normal,17:49.0,Completed,05:05.8,20:08.5,8:24,TRUE,Spring,Completed,272.5,1
1198,2/7/2019 5:00,2/7/2019 7:00,jlpiporo,mgeist,Network Services,1,4,C4,57:02.0,msmit319,Outsystems,Normal,10:49.0,Completed,05:05.7,20:08.3,1:55,TRUE,Spring,Completed,2,1
1197,1/31/2019 5:00,1/31/2019 7:00,mberry,tbowser,EMSA,1,3,C2,06:57.0,mberry,Banner,Urgent,56:53.0,Completed,05:05.6,20:08.2,1:55,TRUE,Spring,Completed,2,1
1196,2/3/2019 5:00,2/3/2019 5:30,mberry,mridgill,Bursar Office,0,3,C3,06:54.0,mridgill,Banner,Normal,27:17.0,Completed,05:05.5,20:08.1,0:28,TRUE,Spring,Completed,0.5,1
1195,2/1/2019 14:00,2/1/2019 15:00,khodar,khodar,ie,1,4,C4,55:43.0,bzahn,Talend,Normal,14:10.0,Completed,05:05.3,20:08.0,0:57,TRUE,Spring,Completed,1,1
1194,2/7/2019 17:00,2/7/2019 18:00,jschilen,wbainey,Infrastructure Engineering,0,3,V3,40:39.0,ebolling,IAM,Vendor,00:00.0,Implemented,05:05.2,20:07.9,0:57,TRUE,Spring,CAB2,1,1
1193,2/5/2019 6:00,2/5/2019 7:00,cshaff14,jfishe16,DCO,1,4,C4,38:01.0,mbungar1,Web,Normal,30:34.0,Completed,05:05.1,20:07.8,0:57,TRUE,Spring,Completed,1,1
1192,2/7/2019 6:00,2/7/2019 7:00,tmohr2,rmmiles,IDM,1,4,C4,32:04.0,mbungar1,IE - Server,Normal,59:53.0,Completed,05:05.0,20:07.7,0:57,TRUE,Spring,Completed,1,1
1191,1/31/2019 6:00,1/31/2019 7:00,mladoia,mladoia,IT/UCM,1,4,C4,02:16.0,jlpiporo,Network - Design,Urgent,45:24.0,Completed,05:04.9,20:07.6,0:57,TRUE,Spring,Completed,1,1
1190,2/5/2019 5:00,2/5/2019 7:00,jschilen,jschilen,IE,1,2,C2,29:35.0,mopahls,IAM,Normal,40:32.0,Completed,05:04.8,20:07.5,1:55,TRUE,Spring,Completed,2,1
1189,1/25/2019 11:35,1/25/2019 11:45,creeder2,ssteph20,HR/Training,1,4,E4,22:08.0,mbungar1,Web,Emergency,23:16.0,Completed,05:04.7,20:07.4,0:14,TRUE,Spring,Completed,0.166666667,1
1188,1/28/2019 6:00,1/28/2019 7:00,jwagne28,jwagne28,NTS,0,4,C4,54:36.0,alizak,Network - Design,Urgent,01:02.0,Completed,05:04.7,20:07.3,0:57,TRUE,Spring,Completed,1,1
1187,2/3/2019 5:00,2/3/2019 7:00,mberry,treynold,Registrar,1,3,C3,52:49.0,akelley1,Outsystems,Normal,22:21.0,Completed,05:04.6,20:07.2,1:55,TRUE,Spring,Completed,2,1
1186,2/3/2019 5:00,2/3/2019 6:00,adhuston,adhuston,Infrastructure Engineering,1,3,C2,16:00.0,codaniel,Banner,Normal,27:42.0,Completed,05:04.4,20:07.1,0:57,TRUE,Spring,Completed,1,1
1185,2/7/2019 13:00,2/7/2019 15:00,msmit319,msmit319,--REPLACE IN EDITOR--,0,3,V3,20:00.0,ebolling,IAM,Vendor,00:00.0,Implemented,05:04.3,20:07.0,1:55,TRUE,Spring,CAB2,2,1
1184,2/7/2019 5:00,2/7/2019 7:00,mberry,sminnich,Financial Aid,1,4,C2,33:16.0,sshaff17,Network - Design,Normal,47:10.0,Completed,05:04.2,20:06.9,1:55,TRUE,Spring,Completed,2,1
1183,2/3/2019 5:00,2/3/2019 5:46,wrobins,ckourckl,Systems Development,1,3,C2,59:21.0,mridgill,Banner,Normal,28:19.0,Completed,05:04.1,20:06.8,0:43,TRUE,Spring,Completed,0.766666667,1
1182,1/27/2019 6:00,1/27/2019 6:10,msmit319,msmit319,--REPLACE IN EDITOR--,0,4,C4,09:46.0,akelley1,Security,Normal,10:08.0,Completed,05:03.9,20:06.6,0:14,TRUE,Spring,Completed,0.166666667,1
1181,1/31/2019 5:00,1/31/2019 7:00,jtboehm,sstillis,sdi,1,4,C2,21:45.0,motgonyi,Outsystems,Normal,34:36.0,Completed,05:03.8,20:06.5,1:55,TRUE,Spring,Completed,2,1
1180,1/31/2019 5:00,1/31/2019 7:00,mberry,tbowser,Human Resources,1,3,C2,11:45.0,mladoia,WWW,Normal,23:00.0,Completed,05:03.7,20:06.4,1:55,TRUE,Spring,Completed,2,1
1179,1/25/2019 5:30,1/25/2019 5:45,jeveleth,jfishe16,OUA/Data Center/NTS,1,4,C2,01:09.0,tschind4,Security,Normal,28:57.0,Completed,05:03.6,20:06.3,0:14,TRUE,Spring,Completed,0.25,1
1178,1/29/2019 5:00,1/29/2019 7:00,mberry,tbowser,EMSA,1,3,C3,07:36.0,tsmith39,Outsystems,Normal,11:09.0,Completed,05:03.5,20:06.2,1:55,TRUE,Spring,Completed,2,1
1177,1/29/2019 5:00,1/29/2019 7:00,ghough,ghough,University,1,3,C2,07:02.0,tsmith39,Web,Normal,11:29.0,Completed,05:03.4,20:06.0,1:55,TRUE,Spring,Completed,2,1
1176,1/27/2019 5:00,1/27/2019 7:00,motgonyi,jdunfee,IT,1,3,C2,50:14.0,treynold,Banner,Normal,35:59.0,Completed,05:03.3,20:05.9,1:55,TRUE,Spring,Completed,2,1
1175,1/29/2019 8:00,1/29/2019 10:00,wrobins,motgonyi,is/sdi,1,4,IE,15:33.0,achiccar,Network - Design,Informational,00:00.0,Implemented,05:03.2,20:05.8,1:55,TRUE,Spring,CAB2,2,1
1174,1/29/2019 5:00,1/29/2019 6:00,rbain,rbain,Educational Technologies Course Management,1,4,C4,55:04.0,dbenner1,CRM,Normal,19:06.0,Completed,05:03.1,20:05.7,0:57,TRUE,Spring,Completed,1,1
1173,1/29/2019 5:07,1/29/2019 7:00,mberry,mridgill,Advancement,1,4,C4,16:04.0,khodar,IE - Server,Normal,40:30.0,Completed,05:03.0,20:05.6,1:55,TRUE,Spring,Completed,1.883333333,1
1172,1/29/2019 5:00,1/29/2019 7:00,wrobins,dmaxwel9,Curriculum Planning and Administration,0,3,S2,15:08.0,jtboehm,FlashLine,Standard,00:00.0,Implemented,05:02.9,20:05.5,1:55,TRUE,Spring,CAB2,2,1
1171,1/27/2019 6:00,1/27/2019 6:10,tmohr2,tmohr2,Infrastructure Operations,1,4,C4,28:19.0,akelley1,Security,Normal,00:00.0,Approver,05:02.7,20:05.4,0:14,TRUE,Spring,Approver,0.166666667,1
1170,1/27/2019 6:00,1/27/2019 6:10,mberry,codaniel,Bursar,1,4,C4,29:15.0,akelley1,Security,Normal,00:00.0,Approver,05:02.6,20:05.3,0:14,TRUE,Spring,Approver,0.166666667,1
1169,2/2/2019 7:00,2/2/2019 9:00,mberry,treynold,Advising,1,3,C3,42:16.0,jfishe16,Data Center,Normal,54:11.0,Completed,05:02.5,20:05.2,1:55,TRUE,Spring,Completed,2,1
1168,1/27/2019 5:00,1/27/2019 6:00,cshaff14,dmaxwel9,Student Services - Stark Campus,1,4,C4,14:53.0,czehner1,Ed Tech,Normal,19:51.0,Completed,05:02.4,20:05.1,0:57,TRUE,Spring,Completed,1,1
1167,1/29/2019 5:00,1/29/2019 7:00,rbungo,jburton,Educational Technology Support,1,3,C2,58:17.0,degregio,DegreeWorks,Normal,38:46.0,Completed,05:02.3,20:05.0,1:55,TRUE,Spring,Completed,2,1
1166,1/27/2019 5:00,1/27/2019 7:00,khodar,khodar,IE,0,3,C2,53:59.0,mberry,Banner,Normal,09:52.0,Completed,05:02.2,20:04.9,1:55,TRUE,Spring,Completed,2,1
1165,1/27/2019 5:00,1/27/2019 5:20,khulick,mbungar1,IS,0,4,C4,48:10.0,amoreira,CRM,Normal,37:25.0,Completed,05:02.1,20:04.8,0:14,TRUE,Spring,Completed,0.333333333,1
1164,2/24/2019 5:00,2/24/2019 7:00,cshaff14,sawatkin,IS Operations,0,4,C2,03:03.0,jschilen,FlashLine,Normal,22:18.0,Completed,05:02.0,20:04.6,1:55,TRUE,Spring,Completed,2,1
1163,1/25/2019 8:00,1/25/2019 9:00,alizak,mgeist,NTS,1,3,V3,27:23.0,ebolling,IAM,Vendor,00:00.0,Implemented,05:01.9,20:04.5,0:57,TRUE,Spring,CAB2,1,1
1162,1/22/2019 14:30,1/22/2019 14:45,alizak,mgeist,NTS,1,3,E2,31:48.0,mridgill,Banner,Emergency,40:24.0,Completed,05:01.8,20:04.4,0:14,TRUE,Spring,Completed,0.25,1
1161,1/28/2019 8:00,1/30/2019 16:30,mladoia,sstillis,IS,0,4,S4,18:00.0,cshaff14,Data Center,Standard,00:00.0,Implemented,05:01.7,20:04.3,8:24,TRUE,Spring,CAB2,56.5,1
1160,1/27/2019 5:00,1/27/2019 5:45,alizak,mgeist,NTS,1,3,C2,59:02.0,mridgill,Banner,Normal,40:07.0,Completed,05:01.6,20:04.2,0:43,TRUE,Spring,Completed,0.75,1
1159,1/29/2019 5:00,1/29/2019 7:00,cshaff14,mbungar1,IT-SDI,1,4,C4,55:15.0,mwinzine,Network - Design,Normal,36:35.0,Completed,05:01.5,20:04.1,1:55,TRUE,Spring,Completed,2,1
1158,1/27/2019 6:30,1/27/2019 7:00,tmohr2,sbarbour,Infrastructure Operations,1,4,C4,06:52.0,mboehlke,Security,Normal,23:58.0,Completed,05:01.4,20:04.0,0:28,TRUE,Spring,Completed,0.5,1
1157,1/27/2019 5:00,1/27/2019 7:00,wjacks12,jfishe16,Data Center Operations,1,3,C2,02:21.0,mladoia,WWW,Normal,40:16.0,Completed,05:01.3,20:03.9,1:55,TRUE,Spring,Completed,2,1
1156,1/22/2019 9:30,1/22/2019 10:30,wrobins,aesterl1,IS,0,4,S4,45:42.0,akelley1,Network - Design,Standard,00:00.0,Implemented,05:01.2,20:03.8,0:57,TRUE,Spring,CAB2,1,1
1155,1/29/2019 5:00,1/29/2019 7:00,cshaff14,dmaxwel9,Human Resources,1,4,C4,22:47.0,dabbott5,Banner,Normal,26:03.0,Completed,05:01.1,20:03.7,1:55,TRUE,Spring,Completed,2,1
1154,1/29/2019 6:00,1/29/2019 7:00,jschilen,jschilen,SDI,1,4,C4,21:16.0,tmohr2,IE - Server,Normal,41:28.0,Completed,05:01.0,20:03.6,0:57,TRUE,Spring,Completed,1,1
1153,2/12/2019 7:00,2/12/2019 17:30,mberry,anunley,IT,1,4,V2,32:02.0,wbainey,Data Center,Vendor,00:00.0,Implemented,05:00.9,20:03.5,10:33,TRUE,Spring,CAB2,10.5,1
1152,1/20/2019 5:00,1/20/2019 5:30,achiccar,achiccar,NTS,1,3,C2,11:26.0,mridgill,Banner,Normal,36:58.0,Completed,05:00.8,20:03.4,0:28,TRUE,Spring,Completed,0.5,1
1151,1/23/2019 14:00,1/23/2019 15:00,jschilen,lpark,Infrastructure Engineering,0,4,C4,33:20.0,akelley1,Talend,Normal,48:05.0,Completed,05:00.7,20:03.3,0:57,TRUE,Spring,Completed,1,1
1150,1/18/2019 5:00,1/18/2019 7:00,jschilen,lpark,Security,0,4,E4,27:34.0,sshaff17,Network - Design,Emergency,47:31.0,Completed,05:00.6,20:03.2,1:55,TRUE,Spring,Completed,2,1
1149,4/15/2019 8:00,4/18/2019 18:00,nlupica1,rbauman2,Infrastructure Engineering,1,4,IE,13:13.0,wbainey,IE - Server,Informational,00:00.0,Implemented,05:00.5,20:03.1,10:04,TRUE,Spring,CAB2,82,1
1148,1/22/2019 5:00,1/22/2019 7:00,tschind4,tschind4,Security and Access Management,1,4,C4,05:02.0,aesterl1,Outsystems,Normal,21:43.0,Completed,05:00.4,20:02.9,1:55,TRUE,Spring,Completed,2,1
1147,1/24/2019 6:00,1/24/2019 7:00,cshaff14,jfishe16,IS Data Center Operations,1,4,C4,03:44.0,mbungar1,Web,Normal,21:18.0,Completed,05:00.3,20:02.8,0:57,TRUE,Spring,Completed,1,1
1146,1/20/2019 5:00,1/20/2019 18:00,wbainey,jeveleth,IE - Data Center,1,3,C2,39:02.0,tbowser,Banner,Normal,56:14.0,Completed,05:00.2,20:02.7,12:57,TRUE,Spring,Completed,13,1
1145,1/20/2019 5:00,1/20/2019 7:00,dabbott5,ckourckl,Systems Development,0,3,C2,54:06.0,akelley1,Banner,Normal,56:36.0,Completed,05:00.1,20:02.6,1:55,TRUE,Spring,Completed,2,1
1144,1/20/2019 5:00,1/20/2019 7:00,motgonyi,jdunfee,Student Success,1,3,C2,56:10.0,akelley1,Banner,Normal,44:51.0,Completed,05:00.0,20:02.5,1:55,TRUE,Spring,Completed,2,1
1143,1/20/2019 5:00,1/20/2019 5:30,alizak,mgeist,NTS,1,3,C2,56:12.0,mridgill,Banner,Normal,57:13.0,Completed,04:59.9,20:02.4,0:28,TRUE,Spring,Completed,0.5,1
1142,1/24/2019 5:00,1/24/2019 7:00,motgonyi,aesterl1,IS,0,4,V1,47:22.0,mladoia,WWW,Vendor,00:00.0,Implemented,04:59.8,20:02.3,1:55,TRUE,Spring,CAB2,2,1
1141,1/20/2019 5:00,1/20/2019 7:00,wrobins,msmit319,IS,1,3,C2,43:26.0,mladoia,WWW,Normal,46:38.0,Completed,04:59.7,20:02.2,1:55,TRUE,Spring,Completed,2,1
1140,1/22/2019 5:00,1/22/2019 7:00,adhuston,adhuston,Infrastructure Engineering,1,3,S2,27:52.0,mladoia,WWW,Standard,00:00.0,Implemented,04:59.6,20:02.0,1:55,TRUE,Spring,CAB2,2,1
1139,1/20/2019 5:00,1/20/2019 7:00,jschilen,wshih,IE,1,3,C2,38:35.0,treynold,Banner,Normal,39:59.0,Completed,04:59.5,20:01.9,1:55,TRUE,Spring,Completed,2,1
1138,1/24/2019 6:00,1/24/2019 7:00,jdunfee,mpapania,SDI,1,4,C4,09:45.0,mbungar1,Web,Normal,15:02.0,Completed,04:59.4,20:01.8,0:57,TRUE,Spring,Completed,1,1
1137,1/24/2019 5:00,1/24/2019 7:00,bzahn,dabbott5,Data Management & Analytics,1,3,C3,02:26.0,alizak,Network - Design,Normal,47:51.0,Completed,04:59.3,20:01.7,1:55,TRUE,Spring,Completed,2,1
1136,1/22/2019 5:00,1/22/2019 5:30,dmaxwel9,msmit319,IS,1,3,C1,11:53.0,tschind4,Security,Normal,17:05.0,Completed,04:59.2,20:01.6,0:28,TRUE,Spring,Completed,0.5,1
1135,1/16/2019 13:45,1/16/2019 14:15,wrobins,aesterl1,IS,0,4,C4,09:41.0,tbordon1,Network - Design,Urgent,54:51.0,Completed,04:59.0,20:01.5,0:28,TRUE,Spring,Completed,0.5,1
1134,1/20/2019 5:00,1/20/2019 6:00,jtboehm,sstillis,sdi,1,3,C2,22:09.0,codaniel,Banner,Normal,00:56.0,Completed,04:58.9,20:01.4,0:57,TRUE,Spring,Completed,1,1
1133,3/25/2019 10:00,3/25/2019 11:00,tbordon1,tbordon1,nts,0,4,V4,20:31.0,ebolling,IAM,Vendor,00:00.0,Implemented,04:58.8,20:01.3,0:57,TRUE,Spring,CAB2,1,1
1132,1/24/2019 5:30,1/24/2019 6:00,khodar,khodar,ie,1,4,IE,22:21.0,tschind4,Security,Informational,00:00.0,Implemented,04:58.7,20:01.2,0:28,TRUE,Spring,CAB2,0.5,1
1131,1/22/2019 5:00,1/22/2019 6:10,mberry,tbowser,EMSA,0,3,C2,33:51.0,degregio,DegreeWorks,Normal,00:00.0,Returned,04:58.6,20:01.1,1:12,TRUE,Spring,Returned,1.166666667,1
1130,1/20/2019 5:00,1/20/2019 7:00,lbowser,dtaylor3,Admissions,1,3,C2,55:03.0,degregio,Banner,Normal,44:12.0,Completed,04:58.5,20:01.0,1:55,TRUE,Spring,Completed,2,1
1129,1/22/2019 6:30,1/22/2019 7:00,alizak,mgeist,NTS,1,4,C4,41:46.0,mboehlke,Security,Normal,17:41.0,Completed,04:58.4,20:00.9,0:28,TRUE,Spring,Completed,0.5,1
1128,1/23/2019 9:54,1/23/2019 16:55,jtboehm,sstillis,sdi,0,4,V2,58:11.0,khodar,IE - Server,Vendor,00:00.0,Implemented,04:58.3,20:00.8,6:57,TRUE,Spring,CAB2,7.016666667,1
1127,1/22/2019 5:00,1/22/2019 7:00,achiccar,achiccar,Network,1,4,C4,02:47.0,wrobins,Outsystems,Normal,33:42.0,Completed,04:58.2,20:00.7,1:55,TRUE,Spring,Completed,2,1
1126,1/24/2019 5:00,1/24/2019 7:00,adhuston,adhuston,Infrastructure Engineering,1,4,C2,26:42.0,sshaff17,Network - Design,Normal,42:36.0,Completed,04:58.1,20:00.6,1:55,TRUE,Spring,Completed,2,1
